1684770972020252,0,0,0,0,0,0,0,0,0,0,0,0
1684770974012801,0,6,6,6,6,6,6,6,6,6,6,0
1684770976006518,0,14,14,14,14,14,14,14,14,14,19,0
1684770978000695,0,20,20,20,20,20,20,20,20,20,25,0
1684770980002915,0,20,20,20,20,20,20,20,20,20,25,0
1684770982004717,0,26,14,26,26,26,38,26,26,26,31,0
1684770984007885,0,26,14,36,36,36,48,36,36,36,41,0
1684770986013396,0,0,24,36,36,36,48,36,36,36,41,0
1684770988010253,0,10,34,46,46,46,58,46,46,46,51,0
1684770990001706,0,10,34,46,46,46,58,46,46,46,51,0
1684770992003501,0,3,0,39,39,39,51,58,39,49,44,0
1684770994011466,0,0,0,31,31,31,59,66,31,41,36,0
1684770996004490,0,0,14,31,45,45,72,80,45,55,50,0
1684770998005265,0,14,14,44,45,45,72,80,45,55,50,0
1684771000006519,0,24,24,10,55,55,82,90,55,65,60,0
1684771002000230,0,0,24,9,54,54,81,89,54,64,59,0
1684771004004276,0,0,23,9,54,54,81,89,54,64,59,0
1684771006003503,0,0,17,3,0,48,78,83,48,58,53,0
1684771008011716,0,0,24,0,7,45,75,90,45,65,60,0
1684771010005883,0,7,0,0,7,45,75,90,45,65,60,0
1684771012001627,0,0,0,0,21,45,67,110,37,57,52,0
1684771014014784,0,0,0,0,29,8,67,118,45,65,60,0
1684771016007175,0,8,0,6,29,8,75,118,45,65,60,0
1684771018013439,0,14,6,6,35,1,81,124,51,71,53,0
1684771020003963,0,19,18,11,40,6,86,129,56,76,53,0
1684771022004889,0,19,18,11,40,6,59,129,56,76,53,0
1684771024002958,0,0,30,6,52,18,71,141,68,88,65,0
1684771026013325,0,0,22,0,0,10,63,133,60,80,57,0
1684771028013332,0,0,22,0,0,10,63,133,60,80,57,0
1684771030000519,0,4,26,4,4,14,67,103,64,84,61,0
1684771032003529,0,4,26,4,4,14,67,103,64,80,61,0
1684771034007470,0,2,0,2,11,0,74,110,71,80,59,0
1684771036008403,0,0,0,0,0,0,71,107,68,77,57,0
1684771038013889,0,0,12,12,12,12,83,119,74,89,69,0
1684771040008802,0,12,12,12,12,12,83,119,74,89,69,0
1684771042009261,0,4,19,0,4,4,0,111,66,81,61,0
1684771044014817,0,4,30,0,15,15,11,122,77,92,72,0
1684771046007555,0,0,0,13,15,0,11,122,77,92,72,0
1684771048008092,0,14,14,27,29,14,25,136,91,66,86,0
1684771050003364,0,14,14,27,29,14,25,136,91,66,86,0
1684771052014278,0,14,14,27,0,14,25,97,91,66,86,0
1684771054012446,0,12,12,0,0,12,23,95,89,64,84,0
1684771056000927,0,12,0,0,0,4,0,87,82,56,76,0
1684771058010807,0,0,22,0,0,4,0,87,82,56,31,0
1684771060013699,0,13,35,5,13,17,13,100,95,69,44,0
1684771062008534,0,13,34,4,12,0,12,115,71,68,43,0
1684771064013546,0,12,34,4,12,0,12,115,71,68,43,0
1684771066002544,0,15,37,7,3,3,15,3,74,71,46,0
1684771068003152,0,20,37,5,8,8,20,8,79,76,53,0
1684771070008051,0,20,44,5,8,8,20,8,79,76,53,0
1684771072014750,0,14,0,0,2,2,14,2,73,52,47,0
1684771074005810,0,0,0,0,2,0,0,0,65,44,39,0
1684771076008493,0,0,0,0,0,0,0,0,65,44,39,0
1684771078012810,0,10,10,10,10,10,10,10,7,54,49,0
1684771080008669,0,15,15,15,15,15,15,15,12,59,54,0
1684771082008459,0,15,15,15,15,15,15,15,12,59,49,0
1684771084005307,0,19,19,19,19,0,19,19,16,63,53,0
1684771086004378,0,21,19,21,21,2,21,21,18,65,55,0
1684771088002843,0,21,21,21,0,2,21,21,18,25,55,0
1684771090005140,0,21,21,0,0,2,21,21,32,39,69,0
1684771092011443,0,13,0,0,0,0,13,0,24,35,61,0
1684771094013383,0,13,0,0,0,0,13,0,24,35,61,0
1684771096004046,0,14,14,14,14,14,27,14,38,49,75,0
1684771098013031,0,14,14,14,16,16,29,16,40,51,77,0
1684771100004570,0,16,16,28,16,16,0,16,40,51,77,0
1684771102003078,0,9,9,21,9,0,0,9,33,44,70,0
1684771104003831,0,9,9,24,12,3,3,12,36,47,56,0
1684771106014303,0,12,12,24,12,3,3,12,36,47,56,0
1684771108004616,0,7,7,19,7,0,7,27,51,62,51,0
1684771110014318,0,7,9,21,2,2,9,29,53,64,53,0
1684771112010732,0,9,9,0,2,2,9,29,53,64,53,0
1684771114011242,0,16,0,7,9,9,16,36,0,71,60,0
1684771116006715,0,16,0,16,2,2,30,29,14,64,53,0
1684771118000672,0,0,0,16,2,2,30,29,14,64,53,0
1684771120002972,0,6,0,41,8,8,36,6,20,70,58,0
1684771122002791,0,6,0,41,8,8,0,6,20,70,58,0
1684771124003590,0,11,5,46,13,13,5,11,25,75,63,0
1684771126002367,0,23,17,58,25,25,17,23,37,87,75,0
1684771128001522,0,23,17,58,25,25,17,23,37,0,75,0
1684771130014932,0,38,11,72,19,19,11,17,31,0,69,0
1684771132004727,0,41,14,75,22,0,14,20,34,3,72,0
1684771134011107,0,54,27,88,35,13,27,33,47,16,85,0
1684771136003668,0,54,27,88,35,13,27,33,47,16,85,0
1684771138009689,0,51,24,100,47,14,39,34,48,27,82,0
1684771140010720,0,51,24,100,0,10,35,30,44,23,78,0
1684771142002117,0,58,20,96,0,10,35,30,44,23,78,0
1684771144013720,0,70,32,14,12,22,49,44,0,35,90,0
1684771146001338,0,70,27,9,7,17,44,39,0,30,85,0
1684771148001765,0,65,27,9,7,17,44,39,0,30,38,0
1684771150007999,0,76,11,20,18,28,55,50,11,41,49,0
1684771152015221,0,76,17,26,23,34,61,56,17,36,44,0
1684771154002518,0,82,17,26,23,34,61,56,17,36,44,0
1684771156002037,0,84,19,28,25,36,63,2,19,38,46,0
1684771158014082,0,84,19,28,25,43,63,2,26,45,55,0
1684771160004460,0,91,26,35,32,43,70,9,26,45,55,0
1684771162007852,0,102,37,46,43,54,81,20,26,0,66,0
1684771164001408,0,102,39,48,45,56,2,22,28,2,68,0
1684771166010965,0,104,39,48,45,0,2,22,28,2,68,0
1684771168004663,0,120,34,43,40,0,25,17,23,0,63,0
1684771170000863,0,120,32,41,38,0,23,15,37,0,61,0
1684771172000468,0,118,32,41,0,0,23,15,37,0,61,0
1684771174014061,0,124,38,47,6,6,29,21,0,6,67,0
1684771176011268,0,124,38,0,6,6,29,25,0,3,67,0
1684771178003033,0,128,42,4,10,10,49,25,4,3,71,0
1684771180007826,0,137,51,13,19,19,58,34,19,12,80,0
1684771182014729,0,137,51,13,19,19,58,0,19,12,0,0
1684771184012666,0,143,60,19,24,25,71,6,24,18,9,0
1684771186012319,0,141,52,12,17,17,69,0,16,10,2,0
1684771188015799,0,141,52,12,17,17,69,3,16,27,5,0
1684771190010745,0,138,49,9,14,14,0,3,13,27,5,0
1684771192014907,0,149,58,18,23,23,9,12,22,0,14,0
1684771194004401,0,149,58,18,23,0,9,12,22,0,14,0
1684771196011508,0,146,62,18,20,0,13,31,41,0,11,0
1684771198007280,0,137,53,9,11,0,4,22,32,0,2,0
1684771200012832,0,137,53,9,11,0,10,22,38,6,0,0
1684771202006040,0,140,59,15,26,0,10,28,38,6,0,0
1684771204014298,0,146,65,21,32,6,16,34,44,12,6,0
1684771206014481,0,146,65,21,38,12,22,40,6,18,12,0
1684771208014441,0,152,71,27,38,12,22,40,6,18,12,0
1684771210012825,0,162,81,54,0,21,31,51,16,27,21,0
1684771212000381,0,162,75,62,8,29,39,59,24,35,29,0
1684771214003756,0,170,75,62,8,29,39,0,24,35,0,0
1684771216013994,0,162,67,65,11,32,42,0,16,27,3,0
1684771218008016,0,165,67,65,14,35,45,3,19,30,6,0
1684771220011784,0,165,70,57,14,35,45,3,19,30,6,0
1684771222004927,0,173,78,65,22,43,0,11,27,38,14,0
1684771224005296,0,185,78,65,22,43,0,11,40,38,14,0
1684771226005287,0,185,74,61,13,56,13,7,40,0,10,0
1684771228000794,0,187,76,63,15,58,15,9,42,2,12,0
1684771230003224,0,187,76,63,15,58,15,9,42,19,10,0
1684771232013453,0,185,74,61,13,56,13,7,0,19,10,0
1684771234000642,0,177,66,53,5,48,5,0,0,35,14,0
1684771236000618,0,177,66,53,5,65,5,0,0,33,12,0
1684771238004726,0,175,62,51,3,65,3,0,0,33,12,0
1684771240015988,0,176,63,63,0,66,4,1,12,34,24,0
1684771242011606,0,176,67,67,4,70,8,5,16,38,28,0
1684771244004013,0,180,67,67,4,70,8,5,16,38,28,0
1684771246013694,0,186,73,73,10,6,14,5,22,44,34,0
1684771248014303,0,186,87,87,24,20,7,19,36,58,14,0
1684771250009773,0,200,87,87,24,20,7,19,36,58,14,0
1684771252011015,0,204,91,91,28,24,11,23,40,51,18,0
1684771254005021,0,204,91,91,28,24,11,23,40,51,18,0
1684771256010655,0,205,91,93,30,26,13,25,42,53,23,0
1684771258015195,0,202,95,97,27,30,17,29,46,57,27,0
1684771260011661,0,202,101,103,33,36,23,35,52,55,43,0
1684771262005372,0,200,101,103,33,36,23,35,52,55,0,0
1684771264011170,0,206,121,109,39,42,29,41,58,61,6,0
1684771266010400,0,200,121,103,45,41,28,35,22,55,0,0
1684771268015126,0,200,115,103,45,41,28,35,22,55,0,0
1684771270011029,0,195,110,108,40,46,23,30,17,50,0,0
1684771272002935,0,199,114,112,44,60,27,34,31,54,14,0
1684771274003948,0,199,114,112,44,60,27,34,31,54,14,0
1684771276015833,0,207,122,120,52,68,35,42,39,62,22,0
1684771278002948,0,214,129,127,47,75,42,37,46,69,29,0
1684771280002834,0,214,129,127,47,75,0,37,46,69,29,0
1684771282007668,0,221,136,134,54,82,7,44,53,76,36,0
1684771284002570,0,221,136,134,49,77,2,39,48,71,31,0
1684771286013004,0,216,131,129,49,77,2,39,48,71,31,0
1684771288008755,0,229,144,142,62,90,15,52,61,84,44,0
1684771290013790,0,227,142,147,60,88,13,50,59,82,42,0
1684771292011776,0,227,142,147,60,88,13,50,59,82,42,0
1684771294006918,0,241,156,161,74,102,27,64,73,77,56,0
1684771296014335,0,241,156,161,74,102,34,71,80,84,63,0
1684771298006410,0,248,163,168,81,109,34,71,80,84,63,0
1684771300007541,0,253,168,176,89,117,42,85,88,92,71,0
1684771302007447,0,256,171,179,92,120,45,88,91,95,74,0
1684771304001563,0,256,171,179,92,120,45,88,91,95,74,0
1684771306014794,0,264,179,187,100,128,53,13,88,103,82,0
1684771308003442,0,264,173,181,94,122,47,7,82,97,76,0
1684771310002743,0,258,173,181,94,122,47,7,82,97,76,0
1684771312007932,0,268,183,191,104,135,57,17,95,107,86,0
1684771314006693,0,268,183,191,104,135,57,17,90,116,95,0
1684771316009372,0,277,180,200,113,144,66,26,90,116,95,0
1684771318011405,0,281,183,203,117,147,69,29,93,119,98,0
1684771320004521,0,281,183,203,117,147,69,29,93,119,98,0
1684771322006308,0,288,190,210,124,154,76,36,100,126,85,0
1684771324008105,0,284,186,204,120,150,72,32,96,122,81,0
1684771326008110,0,284,186,204,120,150,72,32,96,122,81,0
1684771328001732,0,279,177,199,115,145,67,46,91,117,76,0
1684771330013029,0,297,178,204,120,150,76,43,96,122,77,0
1684771332013946,0,297,182,215,124,154,80,47,90,126,81,0
1684771334014117,0,301,182,215,124,154,80,47,90,126,81,0
1684771336014268,0,315,196,229,138,168,94,61,104,140,95,0
1684771338007902,0,325,209,239,148,181,107,74,114,153,108,0
1684771340013149,0,325,209,239,148,181,107,74,114,153,108,0
1684771342003676,0,337,221,251,160,193,119,86,126,165,120,0
1684771344001291,0,351,235,265,174,185,133,100,118,157,112,0
1684771346007305,0,351,235,265,174,185,133,100,118,157,112,0
1684771348004359,0,367,234,264,173,205,132,99,117,156,111,0
1684771350012752,0,367,247,264,186,218,145,112,130,169,124,0
1684771352008611,0,380,247,277,186,218,145,112,130,169,124,0
1684771354006166,0,376,243,273,182,218,145,108,126,154,120,0
1684771356011333,0,376,243,273,173,209,145,118,117,145,111,0
1684771358001042,0,367,234,270,173,209,136,118,117,145,111,0
1684771360006259,0,367,245,265,173,220,147,129,128,145,106,0
1684771362011646,0,367,253,265,181,228,155,137,136,153,114,0
1684771364003832,0,375,253,273,181,228,155,137,136,153,114,0
1684771366006330,0,383,261,281,189,236,163,145,144,161,122,0
1684771368003617,0,383,261,272,180,227,154,136,135,152,113,0
1684771370007501,0,374,252,272,180,227,154,136,135,152,113,0
1684771372006984,0,378,269,276,184,231,158,140,152,156,117,0
1684771374004218,0,378,269,276,184,231,158,140,152,159,117,0
1684771376000228,0,375,266,297,181,228,178,137,151,159,114,0
1684771378005399,0,371,262,293,177,242,174,133,147,155,110,0
1684771380007601,0,371,262,289,173,238,174,133,146,149,106,0
1684771382000852,0,365,277,289,173,238,168,127,146,149,106,0
1684771384015473,0,359,271,283,167,232,162,121,140,143,65,0
