1684770976081,5,0,0,0
1684770976187,5,0,0,0
1684770976293,5,0,0,0
1684770976401,5,0,0,0
1684770976520,5,0,0,0
1684770976636,5,0,0,0
1684770976751,5,0,0,0
1684770976863,5,0,0,0
1684770976973,5,0,0,0
1684770977099,5,0,0,0
1684770977210,5,0,0,0
1684770977318,5,0,0,0
1684770977432,5,0,0,0
1684770977542,5,0,0,0
1684770977664,5,0,0,0
1684770977778,5,0,0,0
1684770978101,5,0,0,0
1684770978360,5,0,0,0
1684770978636,5,0,0,0
1684770978858,5,0,0,0
1684770979158,5,0,0,0
1684770979326,5,0,0,0
1684770979555,5,0,0,0
1684770979658,5,0,0,0
1684770979967,5,0,0,0
1684770980139,5,0,0,0
1684770980278,5,0,0,0
1684770980383,5,0,0,0
1684770980502,5,0,0,0
1684770980610,5,0,0,0
1684770980717,5,0,0,0
1684770980826,5,0,0,0
1684770980939,5,0,0,0
1684770981046,5,0,0,0
1684770981151,5,0,0,0
1684770981264,5,0,0,0
1684770981383,5,0,0,0
1684770981494,5,0,0,0
1684770981611,5,0,0,0
1684770981722,5,0,0,0
1684770981849,5,0,0,0
1684770981962,5,0,0,0
1684770982080,5,0,0,0
1684770982186,5,0,0,0
1684770982298,5,0,0,0
1684770982404,5,0,0,0
1684770982520,5,0,0,0
1684770982637,5,0,0,0
1684770982756,5,0,0,0
1684770982876,5,0,0,0
1684770982983,5,0,0,0
1684770983107,5,0,0,0
1684770983226,5,0,0,0
1684770983338,5,0,0,0
1684770983453,5,0,0,0
1684770983561,5,0,0,0
1684770983669,5,0,0,0
1684770983787,5,0,0,0
1684770983890,5,0,0,0
1684770984002,5,0,0,0
1684770984120,5,0,0,0
1684770984237,5,0,0,0
1684770984348,5,0,0,0
1684770984591,5,0,0,0
1684770984777,5,0,0,0
1684770984937,5,0,0,0
1684770985133,5,0,0,0
1684770985344,5,0,0,0
1684770985466,5,0,0,0
1684770985591,5,0,0,0
1684770985793,5,0,0,0
1684770986012,5,0,0,0
1684770986196,5,0,0,0
1684770986466,5,0,0,0
1684770986704,5,0,0,0
1684770986810,5,0,0,0
1684770986924,5,0,0,0
1684770987033,5,0,0,0
1684770987139,5,0,0,0
1684770987249,5,0,0,0
1684770987363,5,0,0,0
1684770987471,5,0,0,0
1684770987586,5,0,0,0
1684770987696,5,0,0,0
1684770987802,5,0,0,0
1684770987917,5,0,0,0
1684770988021,5,0,0,0
1684770988130,5,0,0,0
1684770988234,5,0,0,0
1684770988335,5,0,0,0
1684770988439,5,0,0,0
1684770988547,5,0,0,0
1684770988660,5,0,0,0
1684770988794,5,0,0,0
1684770988913,5,0,0,0
1684770989025,5,0,0,0
1684770989143,5,0,0,0
1684770989253,5,0,0,0
1684770989357,5,0,0,0
1684770989474,5,0,0,0
1684770989582,5,0,0,0
1684770989693,5,0,0,0
1684770989812,5,0,0,0
